Project,Package,Class,Method,Smell,Description,Method start line no,File
java,org.geysermc.mcprotocollib.protocol,ClientListener,packetReceived,Long Statement,The length of the statement "ClientNetworkSession newSession=new ClientNetworkSession(InetSocketAddress.createUnresolved(transferPacket.getHost()`transferPacket.getPort())`session.getPacketProtocol()`session.getPacketHandlerExecutor()`session.getLocalAddress()`((ClientSession)session).getProxy());" is 269.,68,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/ClientListener.java
java,org.geysermc.mcprotocollib.protocol,ClientListener,packetReceived,Long Statement,The length of the statement "ClientNetworkSession newSession=new ClientNetworkSession(InetSocketAddress.createUnresolved(transferPacket.getHost()`transferPacket.getPort())`session.getPacketProtocol()`session.getPacketHandlerExecutor()`session.getLocalAddress()`((ClientSession)session).getProxy());" is 269.,68,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/ClientListener.java
java,org.geysermc.mcprotocollib.protocol,ClientListener,packetReceived,Magic Number,The method contains a magic number: 128,68,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/ClientListener.java
java,org.geysermc.mcprotocollib.protocol,ClientListener,connected,Long Statement,The length of the statement "ClientIntentionPacket intention=new ClientIntentionPacket(protocol.getCodec().getProtocolVersion()`session.getFlagSupplied(MinecraftConstants.CLIENT_HOST`() -> ((InetSocketAddress)session.getRemoteAddress()).getHostString())`session.getFlagSupplied(MinecraftConstants.CLIENT_PORT`() -> ((InetSocketAddress)session.getRemoteAddress()).getPort())`handshakeIntent);" is 362.,190,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/ClientListener.java
java,org.geysermc.mcprotocollib.protocol,ServerListener,packetReceived,Complex Method,Cyclomatic complexity of the method is 27,96,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/ServerListener.java
java,org.geysermc.mcprotocollib.protocol,ServerListener,packetReceived,Long Statement,The length of the statement "session.send(new ClientboundHelloPacket(SERVER_ID`KEY_PAIR.getPublic()`this.challenge`session.getFlag(MinecraftConstants.SHOULD_AUTHENTICATE`true)));" is 149.,96,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/ServerListener.java
java,org.geysermc.mcprotocollib.protocol,ServerListener,packetReceived,Long Statement,The length of the statement "builder=$ -> new ServerStatusInfo(Component.text("A Minecraft Server")`new PlayerInfo(0`20`new ArrayList<>())`new VersionInfo(protocol.getCodec().getMinecraftVersion()`protocol.getCodec().getProtocolVersion())`null`false);" is 222.,96,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/ServerListener.java
java,org.geysermc.mcprotocollib.protocol,ServerListener,packetReceived,Magic Number,The method contains a magic number: 20,96,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/ServerListener.java
java,org.geysermc.mcprotocollib.protocol,ServerListener,beginLogin,Long Statement,The length of the statement "session.disconnect(Component.translatable("multiplayer.disconnect.incompatible"`Component.text(protocol.getCodec().getMinecraftVersion())));" is 140.,217,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/ServerListener.java
java,org.geysermc.mcprotocollib.protocol,ServerListener,beginLogin,Long Statement,The length of the statement "session.disconnect(Component.translatable("multiplayer.disconnect.outdated_client"`Component.text(protocol.getCodec().getMinecraftVersion())));" is 143.,217,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/ServerListener.java
java,org.geysermc.mcprotocollib.protocol,ServerListener,authenticate,Long Statement,The length of the statement "session.send(new ClientboundLoginCompressionPacket(threshold)`() -> session.setCompression(new CompressionConfig(threshold`new ZlibCompression()`true)));" is 153.,242,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/ServerListener.java
java,org.geysermc.mcprotocollib.protocol,ServerListener,keepAlive,Magic Number,The method contains a magic number: 15000L,272,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/ServerListener.java
java,org.geysermc.mcprotocollib.protocol,ServerListener,keepAlive,Magic Number,The method contains a magic number: 50,272,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/ServerListener.java
java,org.geysermc.mcprotocollib.protocol,MinecraftProtocol,newClientSession,Long Statement,The length of the statement "session.addListener(new ClientListener(this.handshakeIntent == HandshakeIntent.LOGIN && session.getFlag(BuiltinFlags.CLIENT_TRANSFERRING`false) ? HandshakeIntent.TRANSFER : this.handshakeIntent));" is 196.,152,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/MinecraftProtocol.java
java,org.geysermc.mcprotocollib.protocol,MinecraftProtocol,loadNetworkCodec,Long Statement,The length of the statement "try (InputStream inputStream=Objects.requireNonNull(MinecraftProtocol.class.getClassLoader().getResourceAsStream("networkCodec.nbt"))){" is 135.,238,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/MinecraftProtocol.java
java,org.geysermc.mcprotocollib.protocol,MinecraftProtocol,loadNetworkCodec,Magic Number,The method contains a magic number: 512,238,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/MinecraftProtocol.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,writeVarInt,Magic Number,The method contains a magic number: 0x7F,163,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,writeVarInt,Magic Number,The method contains a magic number: 0x7F,163,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,writeVarInt,Magic Number,The method contains a magic number: 0x80,163,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,writeVarInt,Magic Number,The method contains a magic number: 7,163,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readVarInt,Magic Number,The method contains a magic number: 35,172,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readVarInt,Magic Number,The method contains a magic number: 0x7F,172,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readVarInt,Magic Number,The method contains a magic number: 7,172,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readVarInt,Magic Number,The method contains a magic number: 0x80,172,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readVarInt,Magic Number,The method contains a magic number: 0x80,172,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,writeVarLong,Magic Number,The method contains a magic number: 0x7FL,189,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,writeVarLong,Magic Number,The method contains a magic number: 0x7F,189,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,writeVarLong,Magic Number,The method contains a magic number: 0x80,189,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,writeVarLong,Magic Number,The method contains a magic number: 7,189,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readVarLong,Magic Number,The method contains a magic number: 70,198,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readVarLong,Magic Number,The method contains a magic number: 0x7FL,198,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readVarLong,Magic Number,The method contains a magic number: 7,198,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readVarLong,Magic Number,The method contains a magic number: 0x80,198,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readVarLong,Magic Number,The method contains a magic number: 0x80,198,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readString,Magic Number,The method contains a magic number: 3,219,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readAnyTag,Long Statement,The length of the statement "throw new IllegalArgumentException("Expected tag of type " + tagClass.getName() + " but got "+ tag.getClass().getName());" is 121.,428,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readAnyTag,Magic Number,The method contains a magic number: 512,444,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,writeAnyTag,Magic Number,The method contains a magic number: 512,462,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readDataComponentPatch,Long Statement,The length of the statement "DataComponent<?`?> dataComponent=MinecraftTypes.readLengthPrefixed(buf`Integer.MAX_VALUE`dataComponentType::readDataComponent);" is 127.,524,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,writeDataComponentPatch,Complex Method,Cyclomatic complexity of the method is 11,556,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readLpVec3,Long Statement,The length of the statement "return Vector3d.from(unpackLpVec3Component(packed >> 3) * magicMultiplier`unpackLpVec3Component(packed >> 18) * magicMultiplier`unpackLpVec3Component(packed >> 33) * magicMultiplier);" is 183.,695,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readLpVec3,Magic Number,The method contains a magic number: 16,695,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readLpVec3,Magic Number,The method contains a magic number: 8,695,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readLpVec3,Magic Number,The method contains a magic number: 3,695,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readLpVec3,Magic Number,The method contains a magic number: 4,695,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readLpVec3,Magic Number,The method contains a magic number: 4,695,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readLpVec3,Magic Number,The method contains a magic number: 0xFFFFFFFFL,695,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readLpVec3,Magic Number,The method contains a magic number: 2,695,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readLpVec3,Magic Number,The method contains a magic number: 3,695,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readLpVec3,Magic Number,The method contains a magic number: 18,695,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readLpVec3,Magic Number,The method contains a magic number: 33,695,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,unpackLpVec3Component,Magic Number,The method contains a magic number: 32767L,716,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,unpackLpVec3Component,Magic Number,The method contains a magic number: 32766.0,716,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,unpackLpVec3Component,Magic Number,The method contains a magic number: 2.0,716,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,unpackLpVec3Component,Magic Number,The method contains a magic number: 32766.0,716,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,writeLpVec3,Magic Number,The method contains a magic number: 3.051944088384301E-5,720,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,writeLpVec3,Magic Number,The method contains a magic number: 3L,720,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,writeLpVec3,Magic Number,The method contains a magic number: 3L,720,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,writeLpVec3,Magic Number,The method contains a magic number: 4L,720,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,writeLpVec3,Magic Number,The method contains a magic number: 3,720,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,writeLpVec3,Magic Number,The method contains a magic number: 18,720,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,writeLpVec3,Magic Number,The method contains a magic number: 33,720,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,writeLpVec3,Magic Number,The method contains a magic number: 8,720,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,writeLpVec3,Magic Number,The method contains a magic number: 16,720,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,writeLpVec3,Magic Number,The method contains a magic number: 2,720,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,sanitizeLpVec3Component,Magic Number,The method contains a magic number: 1.7179869183E10,744,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,sanitizeLpVec3Component,Magic Number,The method contains a magic number: 1.7179869183E10,744,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,sanitizeLpVec3Component,Magic Number,The method contains a magic number: 1.7179869183E10,744,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,sanitizeLpVec3Component,Magic Number,The method contains a magic number: 1.7179869183E10,744,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,packLpVec3Component,Magic Number,The method contains a magic number: 0.5,755,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,packLpVec3Component,Magic Number,The method contains a magic number: 0.5,755,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,packLpVec3Component,Magic Number,The method contains a magic number: 32766.0,755,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readPosition,Magic Number,The method contains a magic number: 52,759,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readPosition,Magic Number,The method contains a magic number: 52,759,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readPosition,Magic Number,The method contains a magic number: 26,759,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readPaintingVariant,Long Statement,The length of the statement "return new PaintingVariant(MinecraftTypes.readVarInt(input)`MinecraftTypes.readVarInt(input)`MinecraftTypes.readResourceLocation(input)`MinecraftTypes.readNullable(input`MinecraftTypes::readComponent)`MinecraftTypes.readNullable(input`MinecraftTypes::readComponent));" is 267.,859,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readEntityMetadata,Magic Number,The method contains a magic number: 255,936,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,writeEntityMetadata,Magic Number,The method contains a magic number: 255,946,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readMetadataType,Long Statement,The length of the statement "throw new IllegalArgumentException("Received id " + id + " for MetadataType when the maximum was "+ MetadataTypes.size()+ "!");" is 127.,965,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readPlayerSpawnInfo,Long Statement,The length of the statement "return new PlayerSpawnInfo(dimension`worldName`hashedSeed`gameMode`previousGamemode`debug`flat`lastDeathPos`portalCooldown`seaLevel);" is 133.,989,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readParticleData,Complex Method,Cyclomatic complexity of the method is 12,1034,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readParticleData,Long Statement,The length of the statement "case BLOCK` BLOCK_MARKER` FALLING_DUST` DUST_PILLAR` BLOCK_CRUMBLE -> yield new BlockParticleData(MinecraftTypes.readVarInt(buf));" is 130.,1034,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readParticleData,Long Statement,The length of the statement "case TRAIL ->yield new TrailParticleData(Vector3d.from(buf.readDouble()`buf.readDouble()`buf.readDouble())`buf.readInt()`MinecraftTypes.readVarInt(buf));" is 153.,1034,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,writeParticleData,Complex Method,Cyclomatic complexity of the method is 10,1064,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,writeParticleData,Missing default,The following switch statement is missing a default case: switch (type) {,1064,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readNumberFormat,Magic Number,The method contains a magic number: 2,1113,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,writeNumberFormat,Magic Number,The method contains a magic number: 2,1123,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
java,org.geysermc.mcprotocollib.protocol.codec,MinecraftTypes,readBlockBreakStage,Magic Number,The method contains a magic number: 10,1216,/Users/mansimanojpatil/Desktop/Pretty/ATSD/MCProtocolLib/protocol/src/main/java/org/geysermc/mcprotocollib/protocol/codec/MinecraftTypes.java
